reag,count
CC(=O)Nc1ccc(S)cc1,5
CC(=O)Nc1ccc(S)cc1.[Na],5
CCOC(N)=O,5
c1ccc(N2CCNCC2)cc1,5
COC(=O)[O-].COC(=O)[O-].[Mg+2],5
CCN=C=NCCN(C)C.Cl,5
CCN=C=NC(CCNC)NC,5
F[P-](F)(F)(F)(F)F,5
CN(C)C(O)=[N+](C)C.F[P-](F)(F)(F)(F)F,5
C[N+](C)(C)CCO.[OH-],5
Sc1ccccc1.[Na],5
Nc1ccc(S(N)(=O)=O)cc1,5
CC[NH+](CC)CC,5
CC(C)=O.CCOC(C)=O,5
OCl,5
CN(C)C(=O)c1ccccc1,5
CC(=O)OCC1=C(C(=O)O)N2C(=O)[C@@H](N)[C@H]2SC1,5
COc1ccc(C(=O)c2ccc(OC)c([N+](=O)[O-])c2)cc1OC,5
ClCCl.O=C(Cl)C(=O)Cl,5
CCc1ccc(C(=O)c2ccccc2)cc1CC,5
CCO.COCCOC,5
Nc1cccc2ccccc12,5
CC(C)OC(C)C.ClCCl,5
CC(C)(O)C(Cl)(Cl)Cl,5
COC(=O)c1ccc(O)cc1,5
CCC(C)Oc1c(I)cc(I)cc1I,5
CCCC[NH3+].[Br-],5
[Yb],5
c1ccc(CN2CCNCC2)cc1,5
CC(C)O.CC(C)OC(C)C,5
Clc1ccc(C2CNCCC2COc2ccc(Cl)cn2)cc1,5
OCCNCc1ccccc1,5
c1ccc(Nc2ccccc2)cc1,5
CC(C)(C)OCC(NC(=O)OCc1ccccc1)C(=O)ON1C(=O)CCC1=O,5
CCOC(C)=O.ClC(Cl)Cl,5
C1COCCO1.CO,5
O=[Cr](=O)(O)Cl.c1ccncc1,5
CCCCCCCCCCCCCCCCCCOc1ccc(C(=O)O)cc1,5
O=C(CCc1cccc(O)c1)c1ccc(C(=O)O)c(Cl)c1,5
COC(=O)CNc1ccc(/C=C/C(=O)N(C)Cc2c(C)[nH]c3ccccc23)cn1,5
Clc1nc2ccccc2s1,5
CC(C)[C@H](NC(=O)Cc1cc(F)cc(F)c1)C(=O)O,5
CN(C)CCCl.Cl,5
O=C(O)c1ccc(O)nc1,5
CC(C)(C)OC(=O)N1C[C@H](O)C[C@@H]1C(=O)O,5
CCCCNC,5
COc1ccc(N)cn1,5
CCCCCCCCCCCCCCCCCCNC(=O)OCC(CN)CC(C)OC(=O)c1ccccc1,5
O.c1ccncc1,5
CO[C@@H](C)C(=O)N1N=C(c2cc(F)ccc2F)S[C@@]1(CCCN)c1ccccc1,5
CO[C@@H](C)C(=O)N1N=C(c2cc(F)ccc2F)S[C@]1(CCCN)c1ccccc1,5
CC(C)(C)OC(=O)NCc1cc2ccccc2o1,5
COC(=O)CC(CSC(C)=O)C(=O)N[C@@H](CCCNC(=N)N)C(=O)O,5
O=C[C@H](O)[C@@H](O)[C@H](O)[C@H](O)COP(=O)(O)O,5
CC1(C)[C@H]2CC[C@]13CS(=O)(=O)N1OC13C2,5
COC(=O)CN(C)C(=S)c1cccc2c(Br)cccc12,5
CCOC(=O)C1(CCCBr)CCC1,5
CCOC(=O)C(C)(Cc1ccc(OCCc2nc(C3CCCCC3)oc2C)cc1)Oc1ccccc1,5
CCC(=O)N(c1ccc(Cl)cc1)[C@@H]1C[C@H](C)N(C(=O)c2ccc(F)cc2)c2ccc(OCC(=O)O)cc21,5
CCOC(=O)CCSc1sc(N)nc1C,5
C1CCC(NC2CCCC2)CC1,5
CCOC(=O)CSCc1csc(N)n1,5
C1CCC(NC2CCCC2)C1,5
CC(=O)N1CCC[C@H](NC2CCCCC2)C1,5
FC1(F)CCC(NC2CCCCC2)CC1,5
CC(=O)N1CCC(NC2CCC(C)CC2)CC1,5
Nc1ccc(F)c(F)c1,5
O=S1(=O)OC(c2cc(Br)c(O)c(Br)c2)(c2cc(Br)c(O)c(Br)c2)c2ccccc21,5
FP(F)F,5
CCOC(=O)Cc1nnn[nH]1,5
CC(=O)OCC(=O)[C@H]1[C@H](C)CC2C3CCC4=CC(=O)CC[C@]4(C)C3=CC[C@@]21C,5
Cl.Cl[Sn]Cl,5
[Al+3].[Cl-].[Cl-].[Cl-].[Cl-].[Li+],5
O=C(C1Cc2cc(F)ccc2O1)N1CCN(Cc2ccccc2)CC1,5
O=C1CCCO1,5
B#B.C1CCOC1,5
CN(C)CCc1c[nH]c2ccc(F)c(OCc3ccccc3)c12,5
C[SiH](C)c1ccccc1[SiH](C)C,5
CS(=O)(=O)NC(=O)c1cc(Oc2ccc(C(F)(F)F)cc2Cl)ccc1[N+](=O)[O-],5
O=C([O-])c1cc(Oc2ccc(C(F)(F)F)cc2Cl)ccc1[N+](=O)[O-].[Na+],5
NCc1ccccc1Cl,5
Nc1cccc(Cl)c1,5
Nc1ccnc2cc(I)ccc12,5
O=C(O)c1ccccc1C(=O)O,5
O=C(Cl)C(Br)c1ccccc1,5
O=C(O)CC=COc1ccc(C23CC4CC(CC(C4)C2)C3)cc1,5
C[Si](C)(C)OS(=O)(=O)O[Si](C)(C)C,5
Cn1cnnc1S,5
CC(C)(C)OC(=O)[C@@H]1CCCN1,5
CC(C)(C)[NH3+].[Br-],5
O.[Cl-].[Na+].[Na+].[OH-],5
NC(=S)c1ccccc1,5
[O-][NH+]1CCOCC1,5
Cl.NC1CC1,5
O=[N+]([O-])c1ccc(F)cc1F,5
Cc1cccc(C)c1OC(=O)CCCNC(=O)OC(C)(C)C,5
O.O.O.[Br-].[Na+],5
COC(=O)CC1Cc2ccc(OCCCCNC(=N)N)cc2NC1=O.O=C(O)C(F)(F)F,5
Cc1ccc(NC(=O)Nc2nc(CC(=O)O)cs2)c(OCC(C)C)c1,5
OC1CCc2ccccc2O1,5
CN(C)[P+](Br)(N(C)C)N(C)C.F[P-](F)(F)(F)(F)F,5
CCOC(C)=O.c1ccccc1,5
CCOC(=O)CCC(C)=O,5
NNC(N)=S,5
Cc1ccc(O)cc1,5
Cc1cc(O)ccc1Br,5
Cc1cc(OCOCC[Si](C)(C)C)ccc1Br,5
O=[N+]([O-])c1ccc(F)cc1,5
C=CC(=C)C,5
OCC1CN(C(c2ccccc2)(c2ccccc2)c2ccccc2)CCO1,5
c1ccc2cc(C3CO3)ccc2c1,5
CCSC(=O)N(CC(C)C)CC(C)C,5
CCCCOCCOCCO,5
CCN(CC)P1(=NC(C)(C)C)NCCCN1C,5
CC(C)N(Cc1ccccc1)C(C)C,5
C[Si](C)(C)/N=C(/O[Si](C)(C)C)C(F)(F)F,5
CCCC([O-])C(C)(C)C.[K+],5
CNC(=O)C1=C(C)c2ccccc2C1,5
O=c1cccn[nH]1,5
COC(=O)N[C@H](C(=O)O)C(C)C,5
CCCCCCCCC,5
C1CNCCN1.Cl.Cl,5
O=C(O)c1csc(NC(=O)N(C2CCCCC2)C2CCCCC2)n1,5
O=C(O)Cc1ccc(CCl)cc1,5
NC1C(=O)N2C(C(=O)O)=C(CO)CS[C@H]12,5
O.O.O.O.O.O.O.O=P([O-])([O-])O.[Na+].[Na+],5
O=C1CC(=O)NC(=O)N1,5
O[SH]1C=Nc2ccccc21,5
C=CCO[C@@H]1C[C@H](NC[C@@H](O)[C@@H](N)Cc2cc(F)cc(F)c2)c2cc(Br)ccc21,5
Cl.NCC(N)=O,5
C[O+](C)[B-](F)(F)F,5
O=c1c2ccccc2oc2ccccc12,5
O=C=NCc1ccccc1,5
CC(=O)C1(c2ccc(Cl)c(Cl)c2)CCC1,5
CCNC(C)C1(c2ccc(Cl)c(Cl)c2)CCC1,5
CCNC(C)C1(c2ccc(Cl)c(Cl)c2)CCC1.Cl,5
CCO.CN,5
NCc1cccc(C2(C(F)(F)F)N=N2)c1,5
Clc1cccnc1Cl,5
N#C[S-].[K+],5
C1CNCCNC1.Cl.Cl,5
CO.CO[Na],5
NCCc1ccccc1,5
ClC(Cl)(Cl)Cl.ClCCl,5
C1=Cc2cc3ccc(cc4nc(cc5ccc(cc1n2)[nH]5)C=C4)[nH]3,5
O=C1Nc2ccccc2[C@]12COc1cc3c(cc12)OCCO3,5
CNC(=S)N(Cc1ccccc1)Cc1cccnc1,5
CC[NH+](CC)CC.Cl,5
O.O.O=C([O-])O.[Cl-].[Na+].[Na+],5
CC(C)(C)OC(=O)c1cc(C2CC2)c(OCC2(C(F)(F)F)CCCCC2)cc1F,5
CCOCCOCC,5
CC(O)c1cccnc1Cl,5
Cc1n[nH]c2ncccc12,5
c1ccc(CCN2CCNCC2)cc1,5
CO.c1ccccc1,5
CCN(CCNC(=O)c1cnc2cc(I)ccc2n1)CCOc1cccnc1F,5
OC/C=C\CO,5
CN1CCN(C(=O)OC2c3nccnc3C(=O)N2c2ccc(Cl)cn2)CC1,5
CC(C)OC(=O)CC(=O)OC(C)C,5
O=S(=O)(Cl)c1ccc(F)cc1,5
C1CCOC1.C[Si](C)(C)[N-][Si](C)(C)C.[Na+],5
CCC1CNCCc2cc(OC)c(Br)cc21,5
CCC1CNCCc2cc(OC)c(Cl)cc21,5
CCC1CNCCc2cc(OC)c(I)cc21,5
COc1cc2c(cc1C(F)(F)C(F)(F)F)C(C)CNCC2,5
O=C1C(S(=O)(=O)[O-])=Cc2cc(S(=O)(=O)[O-])ccc2/C1=N/Nc1ccc(S(=O)(=O)[O-])c2ccccc12.[Na+].[Na+].[Na+],5
C=CCSC1CC(=O)N1CC(=O)OC,5
Cc1ccc(N)cc1,5
Clc1nc2cc(Cl)c(Cl)cc2[nH]1,5
COc1ccc(Nc2ncc(C(C)NC(=O)C3CCOCC3)nn2)cc1,5
O=C(OC(=O)c1ccccc1)c1ccccc1,5
CC(C)N(CCCl)C(C)C,5
O=C(N=NC(=O)OCc1ccccc1)OCc1ccccc1,5
C[C@H](CSc1nc2ccccc2s1)Nc1nc(Cl)nc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,5
CC#N.O.O=C(O)C(F)(F)F,5
O.[BH4-].[Na+],5
CC(C)(C)c1cccc(NC(=O)c2ccc(N3CCN(c4ccc(C(=O)O)cc4)CC3)nc2)c1,5
C=CCO[C@H]1CN[C@@H]([C@H]2OC(=O)N[C@H]2Cc2cc(F)cc(F)c2)C1,5
C=Cc1ccc(O)cc1,5
C1CSS1,5
CC(=O)[O-].[Tl+],5
O=S(=O)(On1nnc2ccc(Cl)cc21)c1ccc(Cl)cc1,5
NC(C(=O)O)c1ccccc1,5
N#C[O-],5
COc1ccc(C(O)c2ccc(Cl)cc2)cc1,5
COc1c(C)cc(N2C(=O)N(Cc3c(F)cc(F)cc3F)c3ccccc3S2(=O)=O)cc1C,5
O=C([O-])[O-].[Br-].[Li+].[Li+].[Li+],5
COC1=CC=C2[C@H]3Cc4ccc(OC)c5c4[C@@]2(CCN3C)[C@H]1O5,5
C1CCOC1.CC(C)(C)O[AlH-](OC(C)(C)C)OC(C)(C)C.[Li+],5
O=C([O-])c1ccccc1.[Na+],5
CCOC1CCCC(CCc2c(C)noc2C)O1,5
Cc1noc(C)c1C=CC1CCC=CO1,5
CC[N+](CC)(CC)CC.O.[F-],5
CCCCC[C@@H](O)C#CCC(CCCCCCC(=O)O)S(C)(=O)=O,5
CCCCC[C@H](O)C#CCC(CCCCCCC(=O)O)S(C)(=O)=O,5
Cc1cc(C)c(Cl)c(C)c1,5
CC(C)(C)c1ccc(OCCCCO)cc1,5
FC(Cl)(Cl)Cl,5
Fc1cc(Br)cc(F)c1F,5
CC(C)c1ccccc1B1OC(C)(C)C(C)(C)O1,5
C.O=S(=O)(O)Cl,5
CC(C)(C)NNC(=O)C(C)(C)C,5
O=Cc1cccc(Br)c1,5
NNC(=O)c1nc2ccccc2s1,5
CCCC(=O)OC,5
CCOC(=O)c1ccc[nH]1,5
CCOC(=O)C1NC=CC1(C)C=O,5
CCOC(=O)c1[nH]c(C=O)c(C(C)=O)c1C,5
O=C([N+](=O)[O-])[N+](=O)[O-],5
CC1(C)C2CCC(C2)C1CCCC(=O)Cl,5
CCC1C2CC(CC(=O)Cl)C(C2)C1CC,5
COC(=O)CCC=CCC(C(=O)OC)C(=O)OC,5
COC(=O)CCCCC=CCC(C(=O)OC)C(=O)OC,5
COC(=O)Cc1ccc2c(n1)CCCC2,5
Cc1ccc2c(n1)CCCC2,5
O=CN1CCOCC1,5
CC(=O)Cc1ccncc1,5
COc1ccc(C=O)cc1F,5
CCN=C=NCCC[NH+](C)C.[Cl-],5
CCCCCC(C=CCC(CCCCCCC(=O)OC)S(C)(=O)=O)OC(C)=O,5
CCCCC[C@@H](C#CCC(CCCCCCC(=O)OC)S(C)(=O)=O)OC(C)=O,5
CS(=O)(=O)C(CC#CC1(O)CCCCC1)CCCCCCC(=O)O,5
BrCCCc1ccccc1,5
O=C([O-])O.O=S([O-])[O-].[Na+].[Na+].[Na+],5
CC(=O)O.ClI,5
[Al+3].[Al+3].[Al+3].[Al+3].[O-][Si]([O-])([O-])[O-].[O-][Si]([O-])([O-])[O-].[O-][Si]([O-])([O-])[O-],5
Cl.ClCCCN1CCCCC1,5
ClCCCN1CCCCC1,5
O=C(Cl)c1ccc(F)c(F)c1,5
CC(C)N1CCn2c(CC3(c4ccc(C(F)(F)F)cc4)CCCC3)nc(=O)c(O)c2C1=O,5
CN1CCn2c(CC3(n4ccc5cccnc54)CCCC3)nc(=O)c(O)c2C1=O,5
C[C@@H]1CNC[C@H](C)N1CC#N,5
C[C@@H]1CNC[C@H](C)N1C,5
Cn1cc(CNc2ccccc2)c2ccccc21,5
Fc1cc(Br)cc(OCc2ccccc2)c1,5
COc1ccccc1Br,5
CCCCCCCCC(C)OS(C)(=O)=O,5
CC(=O)N(C)C.Cc1ccccc1,5
O.O=C([O-])[O-].[K+].[K+],5
CC#N.ClCCl.O,5
NCCCN(CC(O)CO)CC(O)CO,5
NCCCN(CCCN(CC(O)CO)CC(O)CO)CC(O)CO,5
Cc1cccc(C)c1OC(=O)CCCN.Cl,5
C=COC(C)=O,5
Cc1cc2[nH]c(C)c(C3=CC(c4c(C)[nH]c5cc(C)c(C)cc45)C(=O)O3)c2cc1C,5
CC(C)c1cc2ccccc2n1Cc1ccc(Br)cc1,5
Cc1cc2ccccc2n1C,5
OC1Cc2ccccc2C1,5
CCN(CC)C(=O)c1cccc(C)c1,5
CNC.CO,5
CC(OS(C)(=O)=O)=C(C(=O)OC(c1ccccc1)c1ccccc1)N1C(=O)C2N=C(Cc3ccccc3)SC21,5
C[Si](C)(C)[NH-].C[Si](C)(C)[NH-].[Li+].[Li+],5
N#Cc1ccc(Cl)nc1,5
ClCC(Cl)Cl,5
COC(=O)CC(CSC(C)=O)C(=O)N1CCC[C@H]1C(=O)O,5
CCC1(C(=O)C=Cc2ccc(C(=O)O)cc2)CC1,5
CC(C)C[C@H](NC(=O)OC(C)(C)C)C(=O)O,5
NC(=[NH2+])S,5
C[N+](C)(C)C.C[N+](C)(C)C.O=S(=O)([O-])[O-],5
COc1ccccc1Oc1ccccc1N,5
COc1cccc(Oc2cccc(F)c2N)c1OC,5
Cc1ccc2ccc3ccc(C)nc3c2n1,5
Cc1occc(=O)c1O,5
O=Cc1oc(CNS(=O)(=O)c2ccccc2)cc(=O)c1OCc1ccccc1,5
CC(C)(C)OC(=O)N1CCC(C#N)(c2ccc(Cl)cc2)CC1,5
NNc1cccc(Cl)c1,5
CCCc1cnc(N2CCC(O)(C3Cc4cc(C5=CCNCC5)cc(F)c4O3)CC2)nc1,5
CC(C)Nc1nc(Cl)nc(NC(C)C)n1,5
CCNc1nc(Cl)nc(NCCCOC)n1,5
CCNc1nc(NC(C)C)nc(OC)n1,5
CC(C)[N-]C1CCCCC1.[Li+],5
O.O.O.O.O=S(=O)(O)c1cccc2c(S(=O)(=O)O)cccc12,5
CCC12CCC(=O)C=C1c1c(cc(OCC(=O)NCC(=O)OC(C)(C)C)c(Cl)c1Cl)C2,5
CC(C)(C)OC(=O)ON1C(=O)CCC1=O,5
O=C(O)c1cc2cc3c(cc2o1)NCC3,5
Cc1cc(Cc2cc(C)cc(C(C)(C)C)c2O)c(O)c(C(C)(C)C)c1,5
CCN1C(=CC=C(S(=O)(=O)Oc2ccccc2)S(=O)(=O)Oc2ccccc2)Oc2ccccc21,5
CC(C)(C)OC(=O)N1CCC[C@H]1CO,5
C=CC(=O)OCCCO,5
CCOC(=O)C(=O)C(=O)OCC,5
Fc1ccc(F)cc1,5
O=C1c2ccccc2C(=S)N1c1ccccc1,5
CCCCCCCCCCCCCC(C)Oc1c(I)cc(I)cc1I,5
O=S(=O)(Cl)C(F)(F)F,5
N=C=NCCCCCC(Cl)Cl,5
CCCCCCCC(C)(C)[Mg]Cl,5
CCN(CC)CC.O=C(OC(Cl)(Cl)Cl)OC(Cl)(Cl)Cl,5
CCCCCCCC(C)OS(C)(=O)=O,5
CCOCC.[Li],5
O=CCCc1ccccc1,5
COCC1CCCCN1c1ncnc(Nc2cccc(CS(N)(=O)=O)c2)n1,5
FS(F)(F)F,5
[C]F,5
COc1cccc(S)c1,5
COc1cccc(SCl)c1,5
COc1ccccc1SCl,5
O=Cc1ccccn1,5
BrCCCN(c1ccccc1)c1ccccc1,5
CCC(=O)CC(=O)OC,5
CSC1=NCCCN1.I,5
COC1=CC(Cl)=NN(OC)N1,5
O=C1C[C@H]2SCCCN12,5
C1CCOC1.CC(C)(C)O.O,5
[2H]O[2H],5
CCC12CCC(=O)C=C1c1c(cc(O)c(Cl)c1Cl)C2,5
C1CC2(PC34CCC(CC3)C4)CCC1C2,5
Fc1ccc(CBr)c(F)c1,5
C#CCC(NC(=O)OC(C)(C)C)C(=O)OC,5
CN(C)Cc1ccc(CSCCN)s1,5
Cc1csc(CO)n1,5
CCn1ncc2c(NC3CCOCC3)c(C(=O)N[C@@H](CO)c3ccccc3)cnc21,5
CCCCCCCCCCCC(=O)OOC(=O)CCCCCCCCCCC,5
C1CCOC1.[B],5
C[Si](C)(C)Oc1nc(O[Si](C)(C)C)c2ccc(Cl)cc2n1,5
C#CC(=O)OC,5
CCC(N)=CC(C)=O,5
C=C(C)C(=O)Nc1ccncc1,5
NC(=O)NS(=O)(=O)O,5
CCCCCCCCC(C)Oc1ccc(I)cc1,5
O.O.S.[Na],5
C[Si](C)(C)CCOCn1cncc1C#N,5
Nc1cc(F)cc(I)c1N,5
CC(=O)O.FB(F)F,5
CC#CCBr,5
CC(=O)c1cccc(Cl)c1,5
CC(C)(N)C(C)(C)N,5
N#CC1(c2ccc(Cl)cc2)CCC1,5
CC(=O)C1(c2ccc(Cl)cc2)CCC1,5
NO.O=P(O)(O)O,5
Cl[Pt-2](Cl)(Cl)Cl.[K+].[K+],5
COC(=O)CC(C)C,5
CN1C(=O)C(=O)c2cc(S(=O)(=O)N3CCC[C@H]3COc3ccccc3)ccc21,5
CC1(C)OC(=O)C=C(CC(O)(C#Cc2ccc(C3(C#N)CC3)c(F)c2)C2CCCC2)O1,5
CC(C)(C)OC(=O)Nc1ccc(C(=N)NO)cc1,5
O=Cc1ccc(OC(F)(F)F)cc1,5
C=CC(CC)[C@H]1CC[C@H](c2ccc(C#N)cc2)CC1,5
FI,5
CC1=CC[C@H]2C[C@@H]1C2(C)C,5
N#Cc1ccccc1NC1=CC(=O)CCC1,5
[F-].[F-].[F-].[F-].[NH4+].[NH4+].[NH4+].[NH4+],5
CC(=O)[C@H]1CC[C@H]2[C@@H]3CC=C4C[C@@H](OCCCCCCS[C@@H]5O[C@H](CO)[C@@H](O)[C@H](O)[C@@H]5O)CC[C@]4(C)[C@H]3CC[C@]12C,5
CC(C)CCC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3CC=C4C[C@@H](OCCCCCCI)CC[C@]4(C)[C@H]3CC[C@]12C,5
CC1(C)CNCCN1Cc1ccc(F)cc1,5
C1=Cc2ccccc2NN=C1,5
CCn1ccc2ccc(OC)cc21,5
c1ccc2cc3ccccc3cc2c1,5
COc1ccccc1C=O,5
BrCCC1CCCCC1,5
[Cr+6].[O-2].[O-2].[O-2],5
Cc1ncc(CO)c(N)n1,5
C(=NCCN1CCOCC1)=NC1CCCCC1.COS(=O)(=O)c1ccc(C)cc1,5
CN(C)CCOCCN(C)C,5
O=C1CN=CN1,5
C[C@@H](NC(=O)C(O)[C@H](CCCCNC(=O)N1CCOCC1)NC(=O)OCC1(Cc2ccccc2)CCCCC1)c1ccccc1,5
PCCC(c1ccccc1)c1ccccc1,5
BrC1c2ccccc2C1I,5
C=C[C@H]1CN2CC[C@H]1C[C@H]2[C@H](O)c1ccnc2ccccc12,5
[Cu+2].[OH-].[OH-],5
Cl[Co]Cl,5
C=C(c1cccc(N)c1)c1ccc2c(C=Cc3ccccc3)nn(COCC[Si](C)(C)C)c2c1,5
[Cl-].[Cl-].[Cl-].[Cs+].[Cs+].[Cs+],5
C1=CC2(CCNCC2)Oc2ccccc21,5
COC(=O)CS,5
CCCCC([SnH3])=C(CCCC)CCCC,5
O=O.[C],5
O=C(/N=N\C(=O)OCc1ccc(Cl)cc1)OCc1ccc(Cl)cc1,5
CC(C)(c1ccc(OCC2CO2)cc1)c1ccc(OCC2CO2)cc1,5
FC(F)(F)I,5
CC(=O)Oc1csc(C(=O)Cl)c1,5
O=C(Cl)c1ccc(Br)o1,5
Cc1cccc(N)c1.Cl,5
CC(C)(C)OC(=O)NC1C=NC=CS1,5
C=O.O=S(=O)(O)c1cccc2ccccc12.O=c1c2ccccc2[nH]c2cc3c(=O)c4ccccc4[nH]c3cc12,5
Cc1ccc(S(=O)(=O)n2cc([C@@H]3C[C@H]3C=O)c3cc(C#N)ccc32)cc1,5
Cc1cc(C)[n+](F)c(C)c1.O=S(=O)([O-])C(F)(F)F,5
CC(C)(C)OOO,5
C1CCN(C2CCNCC2)C1,5
Cc1c(Br)cccc1C(=O)N1CCC(N2CCCC2)CC1,5
CSC(=C[N+](=O)[O-])NCc1cccnc1,5
Cc1ccc(O)c(C=O)n1,5
O=Cc1ccc(O)cn1,5
O=Cc1ncccc1O,5
CC(=O)O.CC(=O)O.c1ccc([Bi](c2ccccc2)c2ccccc2)cc1,5
O=C(O)O.c1ccc([Bi](c2ccccc2)c2ccccc2)cc1,5
C=C(C)C(=O)Nc1ccc(Cl)c(Cl)c1,5
CC(C)(C)C(=O)Nc1ccc(Cl)c(Cl)c1,5
Cc1[nH]c(=O)n(C(C)(C)C)c(=O)c1Cl,5
Cc1[nH]c(=O)n(C(C)C)c(=O)c1Br,5
O=c1[nH]c2c(c(=O)n1C1CCCCC1)CCC2,5
CC(=O)C(=O)[O-].[Na+],5
C1CCOC1.CN,5
COC(C=P(c1ccccc1)(c1ccccc1)c1ccccc1)OC,5
CC(=O)O.CC(=O)O.c1ccc(Oc2ccc([Bi](c3ccc(Oc4ccccc4)cc3)c3ccc(Oc4ccccc4)cc3)cc2)cc1,5
O=C(O)O.c1ccc(Oc2ccc([Bi](c3ccc(Oc4ccccc4)cc3)c3ccc(Oc4ccccc4)cc3)cc2)cc1,5
NC(=O)NCCCl,5
CC=CCN,5
[C]Cl,5
CC(=O)[O-].CC[P+](c1ccccc1)(c1ccccc1)c1ccccc1,5
O=C[C@H](O)[C@H](O)CO,5
CC(=O)N[C@H]1C([C@H](O)[C@H](O)CO)O[C@](OP(=O)([O-])OC[C@H]2O[C@@H](n3ccc(N)nc3=O)[C@H](O)[C@@H]2O)(C(=O)O)C[C@@H]1O.[Na+],5
O=C(O)CCCl,5
[Br-].[Br-].c1ccc([PH+](c2ccccc2)c2ccccc2)cc1.c1ccc([PH+](c2ccccc2)c2ccccc2)cc1,5
O=C(Cl)c1ccc2c(c1)OCO2,5
COC(=O)CC(=O)NC1=C(C(=O)OC)CCCC1,5
O=C(O)c1c(O)c2c([nH]c1=O)CCCC2,5
O=c1ccccn1SO,5
O=C(Cl)CCCCC1CCCCC1,5
c1nc(C2CCNCC2)c[nH]1,5
FC(F)=C(F)CCBr,5
CC(C)(C)C(=O)Nc1nc2ccc3ccc(N)cc3c2c(=O)[nH]1,5
CC(C(=O)O)N1CCN(CC(=O)O)CCN(C(C)C(=O)O)CCN(C(C)C(=O)O)CC1,5
O=S(=O)(F)F,5
CC1Cc2cc3c(cc2C(c2ccc([N+](=O)[O-])cc2)=NN1)OCO3,5
CC(=O)N[C@H]1[C@H]([C@H](O)[C@H](O)CO)OC(O)(C(=O)O)C[C@@H]1O,5
CC(C)=O.ClC(Cl)(Cl)Cl,5
CCCC[Sn](/C=C\OCC)(CCCC)CCCC,5
CCCCCCCCCCCCCCN(CCC)CCC,5
O=C(O)c1ccc(Cl)cc1Cl,5
CCOP(=S)(S)OCC,5
CC(C)[N-]C1CCCCC1.[Mg+]Br,5
C[SiH2]O[Si](C)(C)C,5
Cl[Ge](Cl)(Cl)Cl,5
CC(=O)Oc1cc(CBr)ccc1C(C)(C)C,5
O=C(NCCN(C(=O)C(F)(F)F)C1CCNCC1)C(F)(F)F,5
O=C(NCCCN(C(=O)C(F)(F)F)C1CCNCC1)C(F)(F)F,5
Fc1cc(F)cc(C#CCBr)c1,5
CC(C)c1cccc(C(C)C)c1N1CC[NH+](c2c(C(C)C)cccc2C(C)C)C1.[Cl-],5
COc1ccc(C2COCCOC2)c2sc(NC(=O)c3ccc(C)s3)nc12,5
Cc1ccc(S(=O)(=O)Oc2c(O)cccc2I)cc1,5
CN(Cc1ccccc1)c1ncnc2c(N3CCOCC3)nc(Cl)nc12,5
O=S(=O)(O)CCN1CCN(CCO)CC1,5
OC[C@@H]1CCCN1Cc1ccc2ccccc2c1,5
C=C(C)C(=O)OCCOCCN1CCOC1,5
C=C(C)C(=O)OCCOCCN1COC(C)C1,5
C=C(C)C1=NCCO1,5
Nc1cccc(Br)c1,5
O=c1[nH]cc(Cl)cc1Cl,5
Cc1ccno1,5
NNc1c(Cl)cc(Cl)cc1Cl,5
Fc1ccc([Mg]Br)cc1,5
COc1ccc2nc3cc(Cl)ccc3c(Cl)c2c1,5
CCN(CC)CCN1C(=O)CN=C(c2ccccc2F)c2cc(Cl)ccc21,5
CN1C(=O)CN=C(c2ccccc2)c2cc(Cl)ccc21,5
OC(O)C(Cl)(Cl)Cl,5
Cl.O=C([O-])[O-].[NH4+].[NH4+],5
CCCCC(=O)Cl,5
CC(CCCC(=O)Cl)C(=O)Cl,5
c1cocn1,5
N#Cc1c[nH]c(C(=O)Nc2ccc(C3CC(=O)NC(=O)C3)cc2C2=CCCCC2)n1,5
CC(=O)[O-].CC(=O)[O-].CC(=O)[O-].CC(=O)[O-].[Mo+4],5
COc1ccc(C(=O)c2ccc3c(c2)OCO3)cc1OC,5
COc1ccc(C(=O)c2ccco2)cc1OC,5
Cc1ccc(C[PH](=O)OCc2ccccc2)cc1,5
COC(=O)CN1C(=O)[C@@H](NC(=O)OC(C)(C)C)CNc2ccccc21,5
C/C=C/C[C@@H](C)[C@@H](O)[C@H]1C(=O)N[C@@H](CC)C(=O)N(C)CC(=O)N(C)[C@@H](CC(C)C)C(=O)N[C@@H](C(C)C)C(=O)N(C)[C@@H](CC(C)C)C(=O)N[C@@H](C)C(=O)N[C@H](C)C(=O)N(C)[C@@H](CC(C)C)C(=O)N(C)[C@@H](CC(C)C)C(=O)N(C)[C@@H](C(C)C)C(=O)N1C,5
C=CCNc1nc(NCC=C)nc(N2CCC(NCC(c3ccc(F)cc3)c3ccc(F)cc3)CC2)n1,5
CN(C)C(=O)CCSC(SCCC(=O)O)c1cccc(/C=C/c2ccc3ccc(Cl)cc3n2)c1,5
CC(C)OC(=O)/N=N/C(=O)OC(C)C.Cc1ccccc1,5
COc1cc(N)cc(I)c1,5
C[C@H](O)CBr,5
Clc1nccc2cc(Br)ccc12,5
COCOc1cccc([C@H](CO)N2CC[C@H](OCOC)C2)c1,5
COCO[C@H]1CCN([C@H](CO)c2ccccc2)C1,5
